original_chinese_name,translated_name,wirescreen_name_en,last_retrieval_date,flags,government_ownership_fraction,historical_shareholders,investments,direct_shareholders,beneficial_owners,customers,suppliers,pdf_link
伊宁市阿尔祖养殖专业合作社,Yining Arzu Breeding Professional Cooperative,,,,,,,,,,,
伊犁伊事达食品保鲜有限责任公司,Yili Yishida Food Preservation Co.,"YILI YISHIDA FOOD FRESHNESS CO.,LTD.","December 18, 2024",,,"""WANG Yijun"" (2013: 0.22059, 2016: 0.22059, 2017: 0.22059, 2018: 0.22059, 2021: 0.22059, 2004-2012: 0.22059, 2014-2015: 0.22059, 2019-2020: 0.22059, 2022-2025: 0.22059); ""QI Xiaogang"" (2013: 0.07353, 2016: 0.07353, 2017: 0.07353, 2018: 0.07353, 2021: 0.07353, 2004-2012: 0.07353, 2014-2015: 0.07353, 2019-2020: 0.07353, 2022-2025: 0.07353); ""LI Junping"" (2013: 0.07353, 2016: 0.07353, 2017: 0.07353, 2018: 0.07353, 2021: 0.07353, 2004-2012: 0.07353, 2014-2015: 0.07353, 2019-2020: 0.07353, 2022-2025: 0.07353); ""WANG Rongzhao"" (2013: 0.07353, 2016: 0.07353, 2017: 0.07353, 2018: 0.07353, 2021: 0.07353, 2004-2012: 0.07353, 2014-2015: 0.07353, 2019-2020: 0.07353, 2022-2025: 0.07353); ""QI Xiaogang"" (2013: 0.07353, 2016: 0.07353, 2017: 0.07353, 2018: 0.07353, 2021: 0.07353, 2004-2012: 0.07353, 2014-2015: 0.07353, 2019-2020: 0.07353); ""MA Li"" (2013: 0.04412, 2016: 0.04412, 2017: 0.04412, 2018: 0.04412, 2021: 0.04412, 2004-2012: 0.04412, 2014-2015: 0.04412, 2019-2020: 0.04412, 2022-2025: 0.04412); ""TA Xiyasheng"" (2013: 0.03677); ""Unknown"" (2013: 0.03677, 2016: 0.03677, 2017: 0.03677, 2018: 0.03677, 2021: 0.03677, 2004-2012: 0.03677, 2014-2015: 0.03677, 2019-2020: 0.03677, 2022-2025: 0.03677); ""Abdul Rheman"" (2013: 0.02942, 2016: 0.02942, 2004-2012: 0.02942, 2014-2015: 0.02942); ""Unknown"" (2013: 0.02942, 2016: 0.02942, 2017: 0.02942, 2018: 0.02942, 2021: 0.02942, 2004-2012: 0.02942, 2014-2015: 0.02942, 2019-2020: 0.02942, 2022-2025: 0.02942); ""LI Ningnan"" (2013: 0.02942, 2016: 0.02942, 2017: 0.02942, 2018: 0.02942, 2021: 0.02942, 2004-2012: 0.02942, 2014-2015: 0.02942, 2019-2020: 0.02942, 2022-2025: 0.02942); ""Abdul Rahman"" (2013: 0.02942, 2016: 0.02942, 2017: 0.02942, 2018: 0.02942, 2021: 0.02942, 2004-2012: 0.02942, 2014-2015: 0.02942, 2019-2020: 0.02942, 2022-2025: 0.02942); ""GONG Pilian"" (2013: 0.02206, 2016: 0.02206, 2017: 0.02206, 2018: 0.02206, 2021: 0.02206, 2004-2012: 0.02206, 2014-2015: 0.02206, 2019-2020: 0.02206, 2022-2025: 0.02206); ""WU Jiangang"" (2013: 0.02206, 2016: 0.02206, 2017: 0.02206, 2018: 0.02206, 2021: 0.02206, 2004-2012: 0.02206, 2014-2015: 0.02206, 2019-2020: 0.02206, 2022-2025: 0.02206); ""GONG Peilian"" (2013: 0.02206); ""GONG Fengying"" (2013: 0.01471, 2016: 0.01471, 2017: 0.01471, 2018: 0.01471, 2021: 0.01471, 2004-2012: 0.01471, 2014-2015: 0.01471, 2019-2020: 0.01471, 2022-2025: 0.01471); ""Unknown"" (2013: 0.01471, 2016: 0.01471, 2017: 0.01471, 2018: 0.01471, 2021: 0.01471, 2004-2012: 0.01471, 2014-2015: 0.01471, 2019-2020: 0.01471, 2022-2025: 0.01471); ""XIA Mixiding"" (2013: 0.01471, 2016: 0.01471, 2004-2012: 0.01471, 2014-2015: 0.01471); ""XU Ningsheng"" (2013: 0.01471, 2016: 0.01471, 2017: 0.01471, 2018: 0.01471, 2021: 0.01471, 2004-2012: 0.01471, 2014-2015: 0.01471, 2019-2020: 0.01471, 2022-2025: 0.01471); ""HE Wendong"" (2013: 0.01471, 2016: 0.01471, 2017: 0.01471, 2018: 0.01471, 2021: 0.01471, 2004-2012: 0.01471, 2014-2015: 0.01471, 2019-2020: 0.01471, 2022-2025: 0.01471); ""Unknown"" (2013: 0.01471); ""Unknown"" (2013: 0.01471, 2016: 0.01471, 2017: 0.01471, 2018: 0.01471, 2021: 0.01471, 2004-2012: 0.01471, 2014-2015: 0.01471, 2019-2020: 0.01471); ""Unknown"" (2013: 0.01471, 2016: 0.01471, 2017: 0.01471, 2018: 0.01471, 2021: 0.01471, 2004-2012: 0.01471, 2014-2015: 0.01471, 2019-2020: 0.01471, 2022-2025: 0.01471); ""Unknown"" (2013: 0.01471, 2016: 0.01471, 2017: 0.01471, 2018: 0.01471, 2004-2012: 0.01471, 2014-2015: 0.01471, 2019-2020: 0.01471); ""LIU Guanghui"" (2013: 0.01471, 2016: 0.01471, 2017: 0.01471, 2018: 0.01471, 2021: 0.01471, 2004-2012: 0.01471, 2014-2015: 0.01471, 2019-2020: 0.01471, 2022-2025: 0.01471); ""MA Cuihua"" (2013: 0.01471, 2016: 0.01471, 2017: 0.01471, 2018: 0.01471, 2021: 0.01471, 2004-2012: 0.01471, 2014-2015: 0.01471, 2019-2020: 0.01471, 2022-2025: 0.01471); ""Unknown"" (2013: 0.01471, 2016: 0.01471, 2017: 0.01471, 2018: 0.01471, 2021: 0.01471, 2004-2012: 0.01471, 2014-2015: 0.01471, 2019-2020: 0.01471, 2022-2025: 0.01471); ""ZU Feiya"" (2013: 0.01471, 2016: 0.01471, 2004-2012: 0.01471, 2014-2015: 0.01471); ""DI Wenyan"" (2013: 0.01471, 2016: 0.01471, 2017: 0.01471, 2018: 0.01471, 2021: 0.01471, 2004-2012: 0.01471, 2014-2015: 0.01471, 2019-2020: 0.01471, 2022-2025: 0.01471); ""WU Jun"" (2013: 0.00736, 2016: 0.00736, 2017: 0.00736, 2018: 0.00736, 2021: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736, 2019-2020: 0.00736, 2022-2025: 0.00736); ""Unknown"" (2013: 0.00736, 2016: 0.00736, 2017: 0.00736, 2018: 0.00736, 2021: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736, 2019-2020: 0.00736, 2022-2025: 0.00736); ""GAO Yanying"" (2013: 0.00736, 2016: 0.00736, 2017: 0.00736, 2018: 0.00736, 2021: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736, 2019-2020: 0.00736, 2022-2025: 0.00736); ""Unknown"" (2013: 0.00736, 2016: 0.00736, 2017: 0.00736, 2018: 0.00736, 2021: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736, 2019-2020: 0.00736, 2022-2025: 0.00736); ""WANG Zuoming"" (2013: 0.00736, 2016: 0.00736, 2017: 0.00736, 2018: 0.00736, 2021: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736, 2019-2020: 0.00736, 2022-2025: 0.00736); ""Unknown"" (2013: 0.00736, 2016: 0.00736, 2017: 0.00736, 2018: 0.00736, 2021: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736, 2019-2020: 0.00736, 2022-2025: 0.00736); ""ZHANG Ming"" (2013: 0.00736, 2016: 0.00736, 2017: 0.00736, 2018: 0.00736, 2021: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736, 2019-2020: 0.00736, 2022-2025: 0.00736); ""LI Jie"" (2013: 0.00736, 2016: 0.00736, 2017: 0.00736, 2018: 0.00736, 2021: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736, 2019-2020: 0.00736, 2022-2025: 0.00736); ""FANG Huiling"" (2013: 0.00736, 2016: 0.00736, 2017: 0.00736, 2018: 0.00736, 2021: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736, 2019-2020: 0.00736, 2022-2025: 0.00736); ""A Erpati"" (2013: 0.00736, 2016: 0.00736, 2017: 0.00736, 2018: 0.00736, 2021: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736, 2019-2020: 0.00736, 2022-2025: 0.00736); ""Unknown"" (2013: 0.00736, 2016: 0.00736, 2017: 0.00736, 2018: 0.00736, 2021: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736, 2019-2020: 0.00736, 2022-2025: 0.00736); ""Unknown"" (2013: 0.00736, 2016: 0.00736, 2017: 0.00736, 2018: 0.00736, 2021: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736, 2019-2020: 0.00736, 2022-2025: 0.00736); ""KE Zibieke"" (2013: 0.00736, 2016: 0.00736, 2017: 0.00736, 2018: 0.00736, 2021: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736, 2019-2020: 0.00736, 2022-2025: 0.00736); ""Unknown"" (2013: 0.00736, 2016: 0.00736, 2017: 0.00736, 2018: 0.00736, 2021: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736, 2019-2020: 0.00736, 2022-2025: 0.00736); ""DONG Xia"" (2013: 0.00736, 2016: 0.00736, 2017: 0.00736, 2018: 0.00736, 2021: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736, 2019-2020: 0.00736, 2022-2025: 0.00736); ""Unknown"" (2013: 0.00736, 2016: 0.00736, 2017: 0.00736, 2018: 0.00736, 2021: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736, 2019-2020: 0.00736, 2022-2025: 0.00736); ""ZHAO Jinglin"" (2013: 0.00736, 2016: 0.00736, 2017: 0.00736, 2018: 0.00736, 2021: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736, 2019-2020: 0.00736, 2022-2025: 0.00736); ""Unknown"" (2013: 0.00736, 2016: 0.00736, 2017: 0.00736, 2018: 0.00736, 2021: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736, 2019-2020: 0.00736, 2022-2025: 0.00736); ""DU Xinhong"" (2013: 0.00736, 2016: 0.00736, 2017: 0.00736, 2018: 0.00736, 2021: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736, 2019-2020: 0.00736, 2022-2025: 0.00736); ""YANG Guiying"" (2013: 0.00736, 2016: 0.00736, 2017: 0.00736, 2018: 0.00736, 2021: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736, 2019-2020: 0.00736, 2022-2025: 0.00736); ""MA Wenjun"" (2013: 0.00736, 2016: 0.00736, 2017: 0.00736, 2018: 0.00736, 2021: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736, 2019-2020: 0.00736, 2022-2025: 0.00736); ""Unknown"" (2013: 0.00736, 2016: 0.00736, 2017: 0.00736, 2018: 0.00736, 2021: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736, 2019-2020: 0.00736, 2022-2025: 0.00736); ""PAN Haiying"" (2013: 0.00736, 2016: 0.00736, 2017: 0.00736, 2018: 0.00736, 2021: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736, 2019-2020: 0.00736, 2022-2025: 0.00736); ""CHEN Zhong"" (2013: 0.00736, 2016: 0.00736, 2017: 0.00736, 2018: 0.00736, 2021: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736, 2019-2020: 0.00736, 2022-2025: 0.00736); ""SONG Guifu"" (2013: 0.00736, 2016: 0.00736, 2017: 0.00736, 2018: 0.00736, 2021: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736, 2019-2020: 0.00736, 2022-2025: 0.00736); ""GU Weimin"" (2013: 0.00736, 2016: 0.00736, 2017: 0.00736, 2018: 0.00736, 2021: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736, 2019-2020: 0.00736, 2022-2025: 0.00736); ""SONG Guijin"" (2013: 0.00736, 2016: 0.00736, 2017: 0.00736, 2018: 0.00736, 2021: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736, 2019-2020: 0.00736, 2022-2025: 0.00736); ""Abdul Reimu"" (2013: 0.00736, 2016: 0.00736, 2017: 0.00736, 2018: 0.00736, 2021: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736, 2019-2020: 0.00736, 2022-2025: 0.00736); ""WANG Yizhen"" (2013: 0.00736, 2016: 0.00736, 2017: 0.00736, 2018: 0.00736, 2021: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736, 2019-2020: 0.00736, 2022-2025: 0.00736); ""Unknown"" (2013: 0.00736, 2016: 0.00736, 2017: 0.00736, 2018: 0.00736, 2021: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736, 2019-2020: 0.00736); ""Unknown"" (2013: 0.00736, 2016: 0.00736, 2017: 0.00736, 2018: 0.00736, 2021: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736, 2019-2020: 0.00736); ""SONG Guifu"" (2013: 0.00736, 2016: 0.00736, 2017: 0.00736, 2018: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736); ""Abu Du Reyim"" (2013: 0.00736, 2016: 0.00736, 2017: 0.00736, 2018: 0.00736, 2021: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736, 2019-2020: 0.00736); ""Unknown"" (2013: 0.00736, 2016: 0.00736, 2017: 0.00736, 2018: 0.00736, 2021: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736, 2019-2020: 0.00736); ""ZHANG Min"" (2013: 0.00736, 2016: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736); ""WU Maierjiang"" (2013: 0.00736, 2016: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736); ""Unknown"" (2013: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736); ""KE Zibaike"" (2013: 0.00736, 2016: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736); ""Unknown"" (2013: 0.00736, 2016: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736); ""RE Heiyila"" (2013: 0.00736, 2016: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736); ""PA Haerding"" (2013: 0.00736, 2016: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736); ""Dilimurati"" (2013: 0.00736, 2016: 0.00736, 2017: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736); ""WANG Zuomin"" (2013: 0.00736, 2016: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736); ""MO Hetaer"" (2013: 0.00736, 2016: 0.00736, 2004-2012: 0.00736, 2014-2015: 0.00736); ""Unknown"" (2013: 0.00736)",Yili Yishida Chuangli Real Estate Development Company Limited:0.67,WANG Yijun:0.22059; LI Junping:0.07353; WANG Rongzhao:0.07353; QI Xiaogang:0.07353; MA Li:0.04412; :0.03677; LI Ningnan:0.02942; :0.02942; Abdul Rahman:0.02942; WU Jiangang:0.02206; GONG Pilian:0.02206; XU Ningsheng:0.01471; HE Wendong:0.01471; GONG Fengying:0.01471; :0.01471; MA Cuihua:0.01471; DI Wenyan:0.01471; LIU Guanghui:0.01471; :0.01471; :0.01471; :0.00736; :0.00736; WU Jun:0.00736; DONG Xia:0.00736; WANG Yizhen:0.00736; :0.00736; :0.00736; :0.00736; Abdul Reimu:0.00736; ZHANG Ming:0.00736; MA Wenjun:0.00736; ZHAO Jinglin:0.00736; DU Xinhong:0.00736; :0.00736; :0.00736; GU Weimin:0.00736; LI Jie:0.00736; PAN Haiying:0.00736; :0.00736; CHEN Zhong:0.00736; :0.00736; SONG Guifu:0.00736; GAO Yanying:0.00736; SONG Guijin:0.00736; KE Zibieke:0.00736; YANG Guiying:0.00736; WANG Zuoming:0.00736; FANG Huiling:0.00736; A Erpati:0.00736,WANG Yijun:0.221; LI Junping:0.074; WANG Rongzhao:0.074; QI Xiaogang:0.074; MA Li:0.044; :0.037; :0.029; LI Ningnan:0.029; Abdul Rahman:0.029; GONG Pilian:0.022; WU Jiangang:0.022; :0.015; GONG Fengying:0.015; HE Wendong:0.015; MA Cuihua:0.015; LIU Guanghui:0.015; :0.015; XU Ningsheng:0.015; DI Wenyan:0.015; :0.015; :0.007; GAO Yanying:0.007; :0.007; FANG Huiling:0.007; SONG Guifu:0.007; CHEN Zhong:0.007; KE Zibieke:0.007; :0.007; Abdul Reimu:0.007; MA Wenjun:0.007; :0.007; YANG Guiying:0.007; DONG Xia:0.007; :0.007; :0.007; GU Weimin:0.007; SONG Guijin:0.007; A Erpati:0.007; ZHAO Jinglin:0.007; WANG Zuoming:0.007; ZHANG Ming:0.007; :0.007; WU Jun:0.007; :0.007; DU Xinhong:0.007; LI Jie:0.007; :0.007; PAN Haiying:0.007; WANG Yizhen:0.007,,,"/pdfs/YILI YISHIDA FOOD FRESHNESS CO.,LTD..pdf"
伊犁天山雪蟹农业有限公司,Yili Tianshan Snow Crab Agricultural Co.,,,,,,,,,,,
伊犁奥都农牧科技发展有限公司,Yili Aodu Agriculture and Animal Husbandry Technology Development Co.,Yili Aodu Agriculture And Animal Husbandry Technology Development Company Limited,"December 12, 2023",,,"""WANG Mingzheng"" (2016: 0.09091, 2017: 0.9091, 2018-2025: 0.9091); ""LI Weiqing"" (2016: 0.9091, 2017: 0.9091, 2018-2025: 0.09091); ""LI Mingzheng"" (2016: 0.09091, 2017: 0.09091, 2012-2015: 0.09091)",,WANG Mingzheng:0.9091; LI Weiqing:0.09091,WANG Mingzheng:0.909; LI Weiqing:0.091,,,/pdfs/Yili Aodu Agriculture And Animal Husbandry Technology Development Company Limited.pdf
伊犁川宁生物技术有限公司,Yili Chuanning Biotechnology Co.,"Yili Chuanning Biotechnology Co., Ltd.","January 15, 2025",Public Company; Government Ownership: 10.1%; Labor Issues - Agriculture Involvement; China Rich List Ownership: 17.1%, 10.1%,"""Sichuan Kelun Pharmaceutical Company Limited"" (2023: 0.7063, 2024: 0.7063, 2013-2014: 0.00427, 2020-2022: 0.70489); ""Haining Dongying Weizhong Investment Partnership (Limited Partnership)"" (2015-2019: 0.08678, 2020-2022: 0.04339); ""Shanghai Dongjun Asset Management Company Limited. -Ningbo Dongjun Weizhong Venture Capital Partnership (Limited Partnership)"" (2023: 0.0435, 2024: 0.0435); ""Chengdu Kelun Ninghe Enterprise Management Partnership (Limited Partnership)"" (2023: 0.0371, 2024: 0.032, 2020-2022: 0.04491); ""Shouguang Yixing Investment Partnership (Limited Partnership)"" (2023: 0.0228, 2024: 0.021, 2015-2019: 0.04561, 2020-2022: 0.02281); ""Chengdu Kelunning North Enterprise Management Partnership (Limited Partnership)"" (2023: 0.02701, 2024: 0.0236, 2020-2022: 0.02695); ""Chengdu Kelun Ninghui Enterprise Management Partnership (Limited Partnership)"" (2023: 0.01801, 2024: 0.01801, 2025: 0.01801, 2020-2022: 0.01797); ""Shouguang Huining Chiyuan Investment Partnership (Limited Partnership)"" (2023: 0.01021, 2024: 0.0086, 2015-2019: 0.02043, 2020-2022: 0.01022); ""Shouguang Yihongju Investment Partnership (Limited Partnership)"" (2023: 0.0075, 2024: 0.006, 2015-2019: 0.01494, 2020-2022: 0.00747); ""Shouguang City Zhongju Ningcheng Investment Partnership (Limited Partnership)"" (2023: 0.0075, 2024: 0.0058, 2015-2019: 0.01494, 2020-2022: 0.00747); ""Shouguang Yisirong Investment Partnership (Limited Partnership)"" (2023: 0.007, 2015-2019: 0.01389, 2020-2022: 0.00695); ""Hong Kong Securities Clearing Company Limited"" (2024: 0.0067); ""SUN Shenxia"" (2015-2019: 0.00606, 2020-2022: 0.00303); ""LAN Congxian"" (2015-2019: 0.00404, 2020-2022: 0.00202); ""TIAN Yun"" (2013-2014: 0.00014); ""ZHONG Hongmei"" (2013-2014: 0.00009)",Henan Kunlun Taihang Sales Company Limited:1; Huoerguos Jin Hetian Biological Technology Company Limited:1; Shanghai Ruikang Biotechnology R&D Company Limited:1; Xinjiang Henan Agricultural Development Company Limited:1; Yili Chuan Ning Investment Development Company Limited:1; Yili Jiangning Biotechnology Company Limited:1; Yili Jianing Biotechnology Company Limited:1; Yili Keyuan Environmental Technology Company Limited:1; Yili Keyuan Testing Technology Company Limited:1; Yili Techi Trading Company Limited:0.7; Yili Yongning Biopharmaceutical Company Limited:0.7; Yili Ningxin Biotechnology Company Limited:0.49; Yili Weining Biotechnology Company Limited:0.49; Shanghai Jinyun Technology Company Limited:0.1667,Sichuan Kelun Pharmaceutical Company Limited:0.7049; Shanghai Dongjun Asset Management Company Limited. -Ningbo Dongjun Weizhong Venture Capital Partnership (Limited Partnership):0.0226; Chengdu Kelun Ninghui Enterprise Management Partnership (Limited Partnership):0.01801; Shouguang Yixing Investment Partnership (Limited Partnership):0.0172; Chengdu Kelunning North Enterprise Management Partnership (Limited Partnership):0.0167; Hong Kong Securities Clearing Company Limited:0.01; Chengdu Kelun Ninghe Enterprise Management Partnership (Limited Partnership):0.0087; Shouguang Huining Chiyuan Investment Partnership (Limited Partnership):0.00791; Industrial And Commercial Bank Of China Limited-E Fund Trading Exchange Open Index Securities Investment Fund:0.00791; Shouguang Yihongju Investment Partnership (Limited Partnership):0.0059,"Sichuan Kelun Pharmaceutical Company Limited:0.723; Shanghai Dongjun Asset Management Company Limited. -Ningbo Dongjun Weizhong Venture Capital Partnership (Limited Partnership):0.023; Shenwan Hongyuan Group Co., Ltd.:0.012; Hong Kong Exchanges and Clearing Limited:0.01; Industrial And Commercial Bank Of China Limited-E Fund Trading Exchange Open Index Securities Investment Fund:0.008; DENG Xuheng:0.006; Haitong Securities Co Ltd:0.005; State-owned Assets Supervision and Administration Commission of Zhuhai Municipal People's Government:0.003; YU Yusheng:0.003; HU Xiaofei:0.002; LI Yixing:0.002; SHEN Yunpeng:0.002; Sichuan Changhong Electric Company Limited:0.001; DUAN Shengguo:0.001; HUANG Shuguang:0.001",,,"/pdfs/Yili Chuanning Biotechnology Co., Ltd..pdf"
伊犁悦然生态农业有限公司,Yili Yueran Ecological Agriculture Co.,,,,,,,,,,,
伊犁振鑫渔业养殖专业合作社,Yili Zhenxin Fishery Breeding Professional Cooperative,,,,,,,,,,,
伊犁祥鑫渔牧业开发有限责任公司,Yili Xiangxin Fishery and Animal Husbandry Development Co.,,,,,,,,,,,
伊犁雪润水产品养殖有限公司,Yili Xuerun Aquatic Products Breeding Co.,,,,,,,,,,,
伊犁鱼能能渔业有限公司,Yili Yunengneng Fishery Co.,Yili Yunengneng Fishery Company Limited,"March 09, 2024",,,,,YANG Nengneng:0.5; YANG Yan:0.4; YAN Laimei:0.1,YANG Nengneng:0.5; YANG Yan:0.4; YAN Laimei:0.1,,,/pdfs/Yili Yunengneng Fishery Company Limited.pdf
伊犁鲜源生态渔牧业有限公司,Yili Xianyuan Ecological Fishery and Animal Husbandry Co.,,,,,,,,,,,
伽师县古之园旅游农民专业合作社,Jiashi County Guzhiyuan Tourism Farmers Professional Cooperative,,,,,,,,,,,
伽师县安德水产养殖有限公司,Jiashi County Ande Aquaculture Co.,,,,,,,,,,,
伽师县渔海水产养殖场,Jiashi County Yuhai Aquaculture Farm,,,,,,,,,,,
