original_chinese_name,translated_name,location_eng,wirescreen_name_en,last_retrieval_date,flags,government_ownership_fraction,historical_shareholders,investments,direct_shareholders,beneficial_owners,customers,suppliers,pdf_link
自贡荣鑫小龙虾养殖专业合作社,Zigong Rongxin Xiaocifonic Lobster Professional Cooperative,Sichuan,,,,,,,,,,,
自贡市双贵家庭农场,Zigong Shuanggui Family Farm,Sichuan,,,,,,,,,,,
自贡市沿滩区庭友种养殖家庭农场,Family Family Family Family Family Family Family Family Family Family Family Family Family,Sichuan,,,,,,,,,,,
荣县拓宏养鱼专业合作社,Rongxian Tuohong Fish Professional Cooperative,Sichuan,,,,,,,,,,,
大安区团山坝家庭农场,"Xianshan Farm, Miaoba Town, Da'an District",Sichuan,,,,,,,,,,,
大安区牛佛镇紫藤家庭农场,"Wisteria Farm Farm in Niufo Town, Da'an District",Sichuan,,,,,,,,,,,
泸州市简氏乡村中华鳖生态养殖专业合作社,"Professional Cooperative of Ecological Breeding in Jianshi Rural, Luzhou City",Sichuan,,,,,,,,,,,
合江县徐氏种养专业合作社,Hejiang County Xu's Professional Cooperative,Sichuan,,,,,,,,,,,
合江县天嘴农业发展有限公司,"Hejiang County Tianzui Agricultural Development Co., Ltd",Sichuan,,,,,,,,,,,
合江县荔森种养专业合作社,Lissen breeding professional cooperatives in Hejiang County,Sichuan,,,,,,,,,,,
中江县德天水产品专业合作社,Zhongjiang County De Tianquan Product Professional Cooperative,Sichuan,,,,,,,,,,,
绵阳市润隆种养殖专业合作社,Professional cooperatives in Runlong breeding in Mianyang City,Sichuan,,,,,,,,,,,
绵阳市游仙区建业水产养殖专业合作社,"Jianye Aquaculture Cooperative in Jianye Aquaculture in Youxian District, Mianyang City",Sichuan,,,,,,,,,,,
三台县金石镇金辉水产品养殖专业合作社,"Professional cooperatives of Jinhui Water Products Breeding Specialty in Jinshi Town, Santai County",Sichuan,,,,,,,,,,,
梓潼县旺水家庭农场,Ziyi County Wangshui Family Farm,Sichuan,,,,,,,,,,,
苍溪县石门山顶水产养殖家庭农场,"Family Family Family Family Family Family Family Family Farm in Shimen Mountain, Cangxi County",Sichuan,,,,,,,,,,,
苍溪恒川水产养殖有限公司,"Cangxi Hengchuan Aquaculture Co., Ltd",Sichuan,,,,,,,,,,,
苍溪县渔多多水产养殖专业合作社,Cangxi County Yu Duoduo Aquaculture Professional Cooperative,Sichuan,,,,,,,,,,,
苍溪县水池坝甲鱼养殖专业合作社,Cangxi County Ponda Dam Turtle Professional Cooperative,Sichuan,,,,,,,,,,,
剑阁县杨村镇长湖村集体资产经营管理有限责任公司,"Yangcun Changhu Village Collective Asset Management Co., Ltd. in Jiange County",Sichuan,,,,,,,,,,,
广元市朝天区映莲种养殖专业合作社,"Yinglian breeding professional cooperatives in Chaotian District, Guangyuan City",Sichuan,,,,,,,,,,,
射洪县仙梓水产养殖专业合作社,Professional Cooperative of Xianzi Aquaculture in Xianzi Aquaculture,Sichuan,,,,,,,,,,,
射洪市鲲源水产养殖专业合作社,Jiehong County Jianyuan Aquaculture Professional Cooperative,Sichuan,,,,,,,,,,,
射洪县润禾盛道水产专业合作社,Hiroshong County Runhe Shengdao Aquatic Professional Cooperative,Sichuan,,,,,,,,,,,
内江繁益农业发展有限公司,"Neijiang Fanyi Agricultural Development Co., Ltd",Sichuan,,,,,,,,,,,
内江市云旗养殖专业合作社,Neijiang Yunqi Breeding Professional Cooperative,Sichuan,,,,,,,,,,,
内江坤创农业发展有限公司,"Neijiang Kunchuang Agricultural Development Co., Ltd",Sichuan,,,,,,,,,,,
资中县泰之源水产养殖有限公司,"Zizhong County Taizhiyuan Aquaculture Co., Ltd",Sichuan,,,,,,,,,,,
威远县昌琪特种水产渔场,Weiyuan County Changqi Special Aquatic Fishing Ground,Sichuan,,,,,,,,,,,
威远县龙会镇兄弟渔场,"Brothers Fishing Ground, Longhui Town, Weiyuan County",Sichuan,,,,,,,,,,,
威远县本才种养殖有限公司,"Family Farm, Longhui Town, Weiyuan County",Sichuan,,,,,,,,,,,
眉山市东坡区苗相旺水产种苗繁育场,"Miao Xiangwang Aquarium Frying Farm, Dongpo District, Meishan City",Sichuan,,,,,,,,,,,
宣汉县紫色佳人种养殖专业合作社,Xuanhan County Purple Beauty Breeding Professional Cooperative,Sichuan,,,,,,,,,,,
宣汉县开源水产养殖专业合作社,Professional cooperatives in Kaidi -Source Aquaculture in Xuanhan County,Sichuan,,,,,,,,,,,
大竹润物养殖专业合作社,Professional Cooperative of Dazhong Runwin Breeding (Comprehensive Cultivation of Rice and Fishing),Sichuan,,,,,,,,,,,
平昌县天泉农业专业合作社,Tianquan Agricultural Professional Cooperative,Sichuan,,,,,,,,,,,
巴中市巴州区贵宾种养殖专业合作社,"VIP breeding professional cooperatives in Bazhou District, Bazhong City",Sichuan,,,,,,,,,,,
巴州区洪源养殖专业合作社,Hongyuan Breeding Professional Cooperative in Bazhou District,Sichuan,,,,,,,,,,,
巴中市恩阳区蜀粤种养殖农民专业合作社,"Professional Cooperatives in Shushu, Yueyue, Enshi District, Bazhong City",Sichuan,,,,,,,,,,,
资阳市创未来水产养殖专业合作社,Ziyang Chuangchuang Future Aquaculture Professional Cooperative,Sichuan,,,,,,,,,,,
资阳市李伸沟水产养殖专业合作社,Ziyang Li Shengou Aquaculture Professional Cooperative,Sichuan,,,,,,,,,,,
安岳县联杰水产养殖专业合作社,Anyue County Lianjie Aquaculture Professional Cooperative,Sichuan,,,,,,,,,,,
安岳县烨诚水产养殖专业合作社,Anyue County Yicheng Aquaculture Professional Cooperative,Sichuan,,,,,,,,,,,
乐至县广茂农业开发有限公司,"Lezhi County Guangmao Agricultural Development Co., Ltd",Sichuan,,,,,,,,,,,
泸县渔友渔业专业合作社,Lu County Fisheries Fisheries Professional Cooperative,Sichuan,,,,,,,,,,,
贵州省三穗县康源生态养殖专业合作社,"Kangyuan Ecological Breeding Professional Cooperative, Sansui County, Guizhou Province",Guizhou,,,,,,,,,,,
镇宁思源生态渔业有限公司,"Zhenning Siyuan Ecological Fishery Co., Ltd",Guizhou,Zhenning Siyuan Ecological Fishery Company Limited,"January 08, 2023",Government Ownership: 16.0%, 16.0%,"""XIANG Junsi"" (2017: 0.28001, 2018: 0.28001, 2019-2025: 0.28001); ""CHEN Hongying"" (2017: 0.25, 2018: 0.25, 2019-2025: 0.25); ""Guizhou Hongfeng Lake Livestock And Aquatic Products Company Limited"" (2017: 0.2, 2018: 0.2, 2019-2025: 0.2); ""QU Wuping"" (2018: 0.12, 2019-2025: 0.12); ""XIANG Zhi"" (2018: 0.06, 2019-2025: 0.09); ""XIANG Lin"" (2018: 0.06, 2019-2025: 0.06)",,XIANG Junsi:0.28001; CHEN Hongying:0.25; Guizhou Hongfeng Lake Livestock And Aquatic Products Company Limited:0.2; QU Wuping:0.12; XIANG Zhi:0.09; XIANG Lin:0.06,XIANG Junsi:0.28; CHEN Hongying:0.25; QU Wuping:0.12; State-owned Assets Supervision and Administration Commission of Guiyang Municipal People's Government:0.104; XIANG Zhi:0.09; XIANG Lin:0.06; Department of Finance of Guizhou Province:0.033; Zunyi Finance Bureau:0.004; Bijie City State-Owned Assets Supervision And Administration Commission:0.004; State-owned Assets Supervision and Administration Commission of Southwest Guizhou (Qiannan):0.003; Finance Bureau Of Qiannan Buyi And Miao Autonomous Prefecture:0.003; Tongren State-Owned Assets Supervision And Administration Bureau:0.003; Bureau Of Industry And Information Technology Of Liupanshui City:0.002; Anshun State-Owned Assets Supervision And Administration Bureau:0.002,,,/pdfs/Zhenning Siyuan Ecological Fishery Company Limited.pdf
贵州翕怡生物科技有限公司,"Guizhou Xiyi Biotechnology Co., Ltd",Guizhou,,,,,,,,,,,
贵州俊融生态渔业有限公司,"Guizhou Junrong Ecological Fishery Co., Ltd",Guizhou,,,,,,,,,,,
云南银丰农业开发有限公司,"Yunnan Yinfeng Agricultural Development Co., Ltd",Yunnan,,,,,,,,,,,
昆明倘浩水产养殖有限公司,"Kunming Tanghao Aquacultrue Co.,Ltd",Yunnan,,,,,,,,,,,
红河中海渔业有限公司,"Honghe Zhonghai Fishery Co., Ltd",Yunnan,Honghe Zhonghai Fishery Company Limited,"February 10, 2023",,,"""Yunnan Zhonghai Fishery Company Limited"" (2016-2025: 0.51); ""XIAO Yanni"" (2016-2025: 0.36); ""XIAO Yan"" (2016-2025: 0.13)",,Yunnan Zhonghai Fishery Company Limited:0.51; XIAO Yanni:0.36; XIAO Yan:0.13,XIAO Yanni:0.549; XIAO Yan:0.258; XIAO Zhengming:0.076; DONG Hanqing:0.076; PENG Yundong:0.041,,,/pdfs/Honghe Zhonghai Fishery Company Limited.pdf
元阳县呼山众创农业开发有限公司,"Yuanyang County Hushan Zhongchuang Agricultural Development Co., Ltd",Yunnan,,,,,,,,,,,
景谷明芳水产品养殖专业合作社,Jingsu Mingfang Aquatic Product Breeding Professional Cooperative,Yunnan,,,,,,,,,,,
勐海金顺达水产养殖专业合作社,Menghai Jinda Aquaculture Professional Cooperative,Yunnan,,,,,,,,,,,
西双版纳菁钰祥莱农业有限公司,"Xishuangbanna Jingyu Xianglai Agriculture Co., Ltd",Yunnan,,,,,,,,,,,
宣威市传伟鱼庄,Xuanwei City Chuanwei Yuzhuang,Yunnan,,,,,,,,,,,
元江哈尼族彝族傣族自治县鱼种技术推广站,Yuanjianghani Yi Dai Dai Autonomous County Fish Seed Technology Promotion Station (affiliated to aquaculture farm,Yunnan,,,,,,,,,,,
韩城富村昌盛水产有限责任公司,"Hancheng Fuchun Changsheng Aquatic Products Co., Ltd",Shaanxi,,,,,,,,,,,
山阳县天柱山地生态渔牧专业合作社,Shanyang County Tianzhu Mountain Ecological Fishing and Animal Society Cooperative,Shaanxi,,,,,,,,,,,
岚皋县绿水生态农业有限责任公司,"Langao County Lvshui Ecological Agriculture Co., Ltd",Shaanxi,Langao County Lvshui Ecological Agriculture Company Limited,"March 09, 2023",,,"""JIANG Renyi"" (2017: 1, 2013-2016: 1); ""MA Li"" (2017: 0.4, 2018-2025: 0.4)",Langao County Juxin Pawn Company Limited:0.4,MA Li:0.4,MA Li:0.4,,,/pdfs/Langao County Lvshui Ecological Agriculture Company Limited.pdf
旬阳市绿富地生态农业综合开发有限公司,"Xunyang Lvfudi Ecological Agriculture Comprehensive Development Co., Ltd",Shaanxi,,,,,,,,,,,
汉阴县永丰生态农业科技有限公司,"Hanyin County Yongfeng Ecological Agriculture Technology Co., Ltd",Shaanxi,Hanyin Yongfeng Ecological Agriculture Technology Company Limited,"March 31, 2023",,,"""ZHANG Xiaoying"" (2018: 0.50788, 2019: 0.50788, 2020-2025: 0.50788); ""ZENG Lingbing"" (2017: 0.00394, 2018: 0.34646, 2019: 0.34646, 2014-2016: 0.33268, 2020-2025: 0.29528); ""SHEN Lei"" (2017: 0.00394, 2018: 0.29528, 2019: 0.34646, 2014-2016: 0.33268); ""CHEN Xiaosong"" (2017: 0.00985, 2018: 0.39371, 2019: 0.34646, 2014-2016: 0.33465, 2020-2025: 0.19686)",,ZHANG Xiaoying:0.50788; ZENG Lingbing:0.29528; CHEN Xiaosong:0.19686,ZHANG Xiaoying:0.508; ZENG Lingbing:0.295; CHEN Xiaosong:0.197,,,/pdfs/Hanyin Yongfeng Ecological Agriculture Technology Company Limited.pdf
汉中兴晟荣达养殖有限责任公司,"Hanzhong Yongji Breeding Co., Ltd",Shaanxi,,,,,,,,,,,
勉县旗盛水产养殖专业合作社,Mianxian Qisheng Aquaculture Professional Cooperative,Shaanxi,,,,,,,,,,,
汉中市汉台区皇塘水产养殖专业合作社,"Huangtang District, Hantai District, Hanzhong City, Huangtang Aquaculture Professional Cooperative",Shaanxi,,,,,,,,,,,
汉中南郑区群福齐口裂腹鱼养殖农民专业合作社,Special Cooperatives of Following Fish Breeding Farming Fish Breakfast Fish in Nanzheng County,Shaanxi,,,,,,,,,,,
陕西清泉生态农业有限责任公司,"Shaanxi Qingquan Ecological Agriculture Co., Ltd",Shaanxi,,,,,,,,,,,
甘肃恒源伟业特种水产养殖有限公司,"Gansu Hengyuan Weiye Special Aquaculture Co., Ltd",Gansu,,,,,,,,,,,
陇南市都成水产养殖开发有限公司,"Longnan Ducheng Aquaculture Development Co., Ltd",Gansu,,,,,,,,,,,
庆阳桦源种植农民专业合作社,Qingyang Huayuan Planting Farmers Professional Cooperative,Gansu,,,,,,,,,,,
卓尼县洮砚乡宏博养殖农民专业合作社,"Professional Cooperative, Hongbo Breeding Farmers, Xingbao Township, Zhuo Ni County",Gansu,,,,,,,,,,,
临洮县富民现代农业专业合作社,"Fumin Modern Agricultural Professional Cooperative, Linyi County",Gansu,,,,,,,,,,,
武山东胜养殖专业合作社,Wu Shandong Shengbursery Professional Cooperative,Gansu,,,,,,,,,,,
白银渔水人家养殖农民专业合作社,Silver fishing and water people breeding farmers' professional cooperatives,Gansu,,,,,,,,,,,
循化县五稼禾生态农牧开发有限公司,"Xunhua County Wujiahe Ecological Agriculture and Animal Husbandry Development Co., Ltd",Qinghai,,,,,,,,,,,
贵德县振鑫渔业养殖专业合作社,Guide County Zhenxin Fisheries Breeding Professional Cooperative,Qinghai,,,,,,,,,,,
贵德县海清水产养殖专业合作社,Guide County Haiqing Aquaculture Professional Cooperative,Qinghai,,,,,,,,,,,
化隆县兴强水产养殖专业合作社,Hualong County Xingqiang Aquaculture Professional Cooperative,Qinghai,,,,,,,,,,,
化隆县永晶渔业养殖专业合作社,Hualong County Yongjing Fisheries Breeding Professional Cooperative,Qinghai,,,,,,,,,,,
互助县军军水产综合养殖农民专业合作社,African Military Army Aquaculture Farmers Professional Cooperative,Qinghai,,,,,,,,,,,
宁夏赛诺杰乙征农牧科技有限公司,"Ningxia Sainuojie Yizheng Agriculture and Animal Husbandry Technology Co., Ltd",Ningxia,,,,,,,,,,,
中卫市倪滩稻渔生态养殖专业合作社,Professional Cooperative of Niutan Dao Fishing Ecological Breeding in Zhongwei City,Ningxia,,,,,,,,,,,
贺兰县红日农机服务专业合作社,Helan County Hongri Agricultural Machinery Services Professional Cooperative (Integrated Cultivation of Rice and Fishing),Ningxia,,,,,,,,,,,
宁夏贺兰县富荣源渔业养殖专业合作社,"Furongyuan Fisheries Breeding Professional Cooperative, Helan County, Ningxia",Ningxia,,,,,,,,,,,
青铜峡市永盛水产养殖专业合作社,"Professional Cooperative of Yongsheng Aquaculture, Bronze Gorge City",Ningxia,,,,,,,,,,,
乌苏市头台乡绿野生态养殖农民专业合作社,"Green Wild Multiple Farmers Cooperatives in Toutai Township, Wusu City",Xinjiang,,,,,,,,,,,
沙湾市腾龙湾水产养殖农民专业合作社,Tenglongwan Aquaculture Professional Cooperative in Shawan County,Xinjiang,,,,,,,,,,,
新疆瑞雪水产养殖有限公司,Xinjiang Ruixue Aquaculture Co.Ltd,Xinjiang,,,,,,,,,,,
大连壮元海生态苗业股份有限公司,"Dalian Zhuangyuanhai Eco-seeding Co., Ltd.",Dalian,,,,,,,,,,,
大连长海益得水产养殖有限公司,"DALIAN CHAGNHAIYIDE AQUACULTURE CO.,LTD.",Dalian,,,,,,,,,,,
大连润德源水产品有限公司,"Dalian Rundeyuan Aquatic Products Co., Ltd",Dalian,,,,,,,,,,,
宁波市鄞州景鸿水产专业合作社,Ningbo Jinghong Jinghong Aquatic Professional Cooperative,Ningbo,,,,,,,,,,,
宁波市鄞州咸祥皓海水产养殖场,"Xianxianghao Sea Water Production Farm, Xianxiang Hao, Ningbo City",Ningbo,,,,,,,,,,,
宁波华大海昌水产科技有限公司,"Ningbo Huada Haichang Aquatic Technology Co., Ltd",Ningbo,,,,,,,,,,,
宁海县海山丰水产专业合作社,Ninghai County Haishanfeng Aquatic Professional Cooperative,Ningbo,,,,,,,,,,,
宁海盛宁水产有限公司,"Ninghai Shengning Aquatic Products Co., Ltd",Ningbo,,,,,,,,,,,
北屯市鸣众大闸蟹养殖专业合作社,Professional Cooperative of Naruto Hairy Crab Breeding in Beitun City,Xinjiang Corps,,,,,,,,,,,
北屯市荷花湖养殖专业合作社,Lotus Lake Breeding Professional Cooperation in Beitun City,Xinjiang Corps,,,,,,,,,,,
淮安市淮安区楚南水乡家庭农场,"Chunan Water Township Family Farm, Huai'an District, Huai'an City",Jiangsu,,,,,,,,,,,
扬州市董氏特种水产有限公司,"Yangzhou Dongshi Special Aquatic Products Co., Ltd",Jiangsu,Yangzhou Dongshi Special Aquatic Products Company Limited,,,,,,,,Yangzhou Dongshi Special Aquatic Products Company Limited:Red-Eyed Trout:200000:2024-08-27; Yangzhou Dongshi Special Aquatic Products Company Limited:Special Purpose Animals Supply:448000:2024-05-23,,/pdfs/Yangzhou Dongshi Special Aquatic Products Company Limited.pdf
江苏苏蟹水产养殖有限公司,"Jiangsu Su Crab Aquaculture Co., Ltd",Jiangsu,,,,,,,,,,,
浙江蓝天生态农业开发有限公司,"Zhejiang lan Tian Ecological Agriculture Development Co.,Ltd",Zhejiang,,,,,,,,,,,
温州丰和海洋开发有限公司,"Wenzhou Fenghe Marine Development Co., Ltd",Zhejiang,,,,,,,,,,,
温州海派渔业有限公司,"Wenzhou Haipai Fishery Co., Ltd",Zhejiang,,,,,,,,,,,
浙江澳凌水产种业科技有限公司,"Zhejiang Aoling Aquatic Seed Industry Technology Co., Ltd",Zhejiang,Zhejiang Aoling Aquatic Seed Industry Technology Company Limited,"January 19, 2023",,,"""Shenzhen Alpha Feed Company Limited"" (2016-2025: 0.37); ""WU Xugan"" (2016-2025: 0.3); ""LU Weibing"" (2016-2025: 0.28001); ""ZHU Lindi"" (2016-2025: 0.05)",,Shenzhen Alpha Feed Company Limited:0.37; WU Xugan:0.3; LU Weibing:0.28001; ZHU Lindi:0.05,WU Xugan:0.3; LU Weibing:0.28; WANG Pingchuan:0.138; GU Chuipeng:0.127; ZHU Lindi:0.05; Shenzhen Aohua Enterprise Management Consulting Partnership (Limited Partnership):0.025; SUN Na:0.015; WANG Hanhua:0.014; ZHOU Haixun:0.012; HUANG Chengkai:0.009; PAN Tanghe:0.008; LI Hui:0.007; ZENG Jiayin:0.004; DENG Deng:0.003; JIANG Rongyan:0.002; XU Yuanbin:0.002; ZHAN Yuchun:0.002; ZHOU Shengbing:0.002,,,/pdfs/Zhejiang Aoling Aquatic Seed Industry Technology Company Limited.pdf
桐乡市大麻海北圩水产专业合作社,Tongxiang Haibeiwei Aquatic Products Professional Cooperative,Zhejiang,,,,,,,,,,,
绍兴宇成生态农业开发有限公司,"Shaoxing Yucheng Ecological Agriculture Development Co., Ltd",Zhejiang,,,,,,,,,,,
衢州鲟龙水产食品科技开发有限公司,"Quzhou Xunlong Aquatic Food Sci-tech Development Co.,Ltd.",Zhejiang,,,,,,,,,,,
肥西海春家庭农场,Feixi Haichun Family Farm,Anhui,,,,,,,,,,,
合肥市山河园林绿化有限责任公司,"Hefei Shanhe Landscape Greening Co., Ltd",Anhui,,,,,,,,,,,
合肥金巢生态农业有限公司,"Hefei Jinchao Ecological Agriculture Co., Ltd",Anhui,,,,,,,,,,,
合肥梦婷农业科技发展有限公司,"Hefei Mengting Agricultural Technology Development Co., Ltd",Anhui,,,,,,,,,,,
淮北市金鳜湖水产养殖有限公司,"Huaibei Jinyinhu Aquaculture Co., Ltd",Anhui,,,,,,,,,,,
蒙城县兆鑫金地丰家庭农场,Zhaoxin Jindifeng Family Farm in Mengcheng County,Anhui,,,,,,,,,,,
安徽芍陂生态水产养殖有限公司,"Anhui Shaobei Ecological Aquaculture Co., Ltd",Anhui,,,,,,,,,,,
黄骅市金汇水产养殖开发股份有限公司,"Huanghua Jinhui Aquaculture Development Co., Ltd",Hebei,Huanghua Jinhui Aquaculture Development Company Limited,"April 17, 2023",,,"""LI Zhenxi"" (2013-2016: 0.6); ""BAI Yuyun"" (2013-2016: 0.4)",,LI Zhenxi:0.6; BAI Yuyun:0.4,LI Zhenxi:0.6; BAI Yuyun:0.4,,,/pdfs/Huanghua Jinhui Aquaculture Development Company Limited.pdf
唐山市曹妃甸区祥盛水产养殖场,"Xiangsheng Aquaculture Farm, Caofeidian District, Tangshan City",Hebei,,,,,,,,,,,
昌黎县丽春海参养殖有限公司,"Changli County Lichun Sea Cucumber Breeding Co., Ltd",Hebei,,,,,,,,,,,
内蒙古马奶湖生态资源投资集团有限公司,"Inner Mongolia Ma Nai Lake Ecological Resources Investment Group Co., Ltd",Inner Mongolia,,,,,,,,,,,
南京田园水韵建设开发有限公司,"Nanjing Tianyuan Shuiyun Construction and Development Co., Ltd",Jiangsu,Nanjing Tianyuan Shuiyun Construction And Development Company Limited Xiangxingyuan Branch,"November 24, 2024",Government Ownership: 94.9%, 94.9%,,,Nanjing Tianyuan Shuiyun Construction Development Company Limited:1,"Nanjing Tangshan Hot Spring Tourism Resort Management Office Jiangsu Province:0.694; State-owned Assets Supervision and Administration Office of the Government of Jiangning District, Nanjing:0.125; Jiangning District People's Government of Nanjing:0.089; State-Owned Assets Supervision And Administration Office Of Nanjing Jiangning Economic And Technological Development Zone:0.02; Industrial and Commercial Bank of China Limited:0.007; China Construction Bank Corporation (CCB):0.006; Nanjing Jiangning Economic And Technological Development Zone Management Committee:0.005; Management Committee Of Nanjing Jiangning Science Park:0.001",,,/pdfs/Nanjing Tianyuan Shuiyun Construction And Development Company Limited Xiangxingyuan Branch.pdf
南京溪田农业发展有限公司,"Nanjing Xitian Agricultural Development Co., Ltd",Jiangsu,Nanjing Xitian Agricultural Development Company Limited,"January 29, 2025",Government Ownership: 94.9%, 94.9%,"""Nanjing Jiangning Tourism And Health Care Industry Group Company Limited"" (2019-2025: 1)",Nanjing Xitian Ecological Agriculture Technology Company Limited:0.968,Nanjing Jiangning Tourism And Health Care Industry Group Company Limited:1,"Nanjing Tangshan Hot Spring Tourism Resort Management Office Jiangsu Province:0.694; State-owned Assets Supervision and Administration Office of the Government of Jiangning District, Nanjing:0.125; Jiangning District People's Government of Nanjing:0.089; State-Owned Assets Supervision And Administration Office Of Nanjing Jiangning Economic And Technological Development Zone:0.02; Industrial and Commercial Bank of China Limited:0.007; China Construction Bank Corporation (CCB):0.006; Nanjing Jiangning Economic And Technological Development Zone Management Committee:0.005; Management Committee Of Nanjing Jiangning Science Park:0.001",,,/pdfs/Nanjing Xitian Agricultural Development Company Limited.pdf
通力渔光一体科技南京有限公司,"Tongli Fishing Light Integrated Technology Nanjing Co., Ltd",Jiangsu,,,,,,,,,,,
盐城丰悦源钓饵有限公司,"Yancheng Fengyueyuan Fishing Bait Co., Ltd",Jiangsu,,,,,,,,,,,
东台市金滩涂农场有限公司,"Dongtai Jinneneneba Beach Farm Co., Ltd",Jiangsu,,,,,,,,,,,
义乌市宏富农业开发有限公司,"Yiwu Hongfu Agricultural Development Co., Ltd.",Zhejiang,,,,,,,,,,,
安徽海宝科技养殖有限公司,"Anhui Haibao Technology Breeding Co., Ltd",Anhui,,,,,,,,,,,
安徽省黄雀畈现代农业开发有限公司,"Anhui Huangquefan Modern Agriculture Development Co., Ltd",Anhui,,,,,,,,,,,
黄山太平湖生态渔业股份有限公司,"Mount Huangshan Taiping Lake Ecological Fisheries Co., Ltd",Anhui,,,,,,,,,,,
江西丰辉生态农业综合开发有限公司,"Jiangxi Fenghui Ecological Agriculture Comprehensive Development Co., Ltd",Jiangxi,,,,,,,,,,,
吉水县盘谷生态农业发展有限公司,"Jishui County Pangu Ecological Agriculture Development Co., Ltd",Jiangxi,,,,,,,,,,,
宜春市袁州区宝盈水产养殖有限公司,"Baoying Aquaculture Co., Ltd., Yuanzhou District, Yichun City",Jiangxi,,,,,,,,,,,
江西省科迪农业有限公司,"Jiangxi Kedi Agriculture Co., Ltd",Jiangxi,,,,,,,,,,,
寿光市文润养殖有限公司,"Shouguang Wenrun Breeding Co., Ltd",Shandong,,,,,,,,,,,
大美微山湖生态科技有限公司,"Damei Weishan Lake Ecological Technology Co., Ltd",Shandong,Damei Weishan Lake Ecological Technology Company Limited,"November 08, 2023",,,"""Shandong David Ecological Food Industry Company Limited"" (2020-2021: 0.7); ""DU Dawei"" (2016: 0.51); ""DU Minghan"" (2022-2025: 0.5); ""DU Dawei"" (2015: 0.51, 2019: 0.71, 2017-2018: 0.51, 2020-2021: 0.3, 2022-2025: 0.5); ""ZHANG Chunlei"" (2019: 0.19, 2017-2018: 0.19); ""DU Hongyan"" (2019: 0.1, 2017-2018: 0.1); ""ZHU Xumei"" (2017-2018: 0.1); ""BAN Sen"" (2017-2018: 0.1)",,DU Dawei:0.5; DU Minghan:0.5,DU Dawei:0.5; DU Minghan:0.5,,,/pdfs/Damei Weishan Lake Ecological Technology Company Limited.pdf
济宁驰润农业科技有限公司,"Jining Chirun Agricultural Technology Co., Ltd",Shandong,Jining Chirun Agricultural Technology Company Limited,"December 14, 2023",,,"""YAN Lingjie"" (2012-2013: 0.5, 2014-2025: 0.55001); ""YAN Haikun"" (2012-2013: 0.5, 2014-2025: 0.45)",Shandong Yutai Rural Commercial Bank Company Limited:0.00663,YAN Lingjie:0.55001; YAN Haikun:0.45,YAN Lingjie:0.55; YAN Haikun:0.45,,,/pdfs/Jining Chirun Agricultural Technology Company Limited.pdf
山东绿州田园农业开发有限公司,"Shandong Lvzhou Rural Agriculture Development Co., Ltd",Shandong,,,,,,,,,,,
乳山龙汇海产养殖有限公司,"Rushan Longhui Marine Products Breeding Co., Ltd",Shandong,,,,,,,,,,,
日照蓝鲸水产科技有限公司,"Rizhao Blue Whale Aquatic Technology Co., Ltd",Shandong,,,,,,,,,,,
山东泰丰鸿基农业科技开发有限公司,"ShandongTaifeng Hongji Agricultural Science and Technology Development Co.,Ltd",Shandong,,,,,,,,,,,
西平县全民水产养殖有限公司,"Xiping County Quanmin Aquaculture Co., Ltd",Henan,,,,,,,,,,,
淅川县厚土农业开发有限公司,"Xichuan County Houtu Agricultural Development Co., Ltd",Henan,,,,,,,,,,,
河南昌佳农业发展有限公司,"Henan Changjia Agricultural Development Co., Ltd",Henan,,,,,,,,,,,
湖北逸云现代农业开发有限公司,"Hubei Yiyun Modern Agricultural Development Co., Ltd",Hubei,,,,,,,,,,,
湘潭县梅林山庄生态农业发展有限公司,"Xiangtan Meilin Mountain Villa Ecological Agriculture Development Co., Ltd",Hunan,,,,,,,,,,,
衡阳瀚海渔业有限公司,"Hengyang Hanhai Fishery Co., Ltd",Hunan,,,,,,,,,,,
惠州市正道实业有限公司,"Huizhou Zhengdao Industrial Co., Ltd",Guangdong,,,,,,,,,,,
阳江海纳水产有限公司,"YANGJIANG HAINA FISHERIES CO., LTD.",Guangdong,,,,,,,,,,,
广东百容水产良种集团有限公司,"Guangdong Bairong Aquatic Seed Group Co., Ltd",Guangdong,,,,,,,,,,,
融水县金边鲤生态农业有限责任公司,"Rongshui County Phnom Penh Carp Ecological Agriculture Co., Ltd",Guangxi,,,,,,,,,,,
广西蓝湾旅游有限公司,"Guangxi Blue Bay Tourism Co., Ltd",Guangxi,,,,,,,,,,,
东兴市鸿生实业有限公司,"Dongxing Hongsheng industrial CO., Ltd.",Guangxi,Dongxing Hongsheng Industrial Company Limited,"April 21, 2023",,,"""YOU Wanghai"" (2007-2012: 0.651, 2013-2019: 0.651, 2020-2025: 0.651); ""HUANG Rongcai"" (2007-2012: 0.239, 2013-2019: 0.239, 2020-2025: 0.239); ""YOU Haifu"" (2007-2012: 0.055, 2013-2019: 0.055, 2020-2025: 0.055); ""DI Cheng"" (2007-2012: 0.055, 2013-2019: 0.055, 2020-2025: 0.055); ""YOU Wangfu"" (2013-2019: 0.055)",,YOU Wanghai:0.651; HUANG Rongcai:0.239; YOU Haifu:0.055; DI Cheng:0.055,YOU Wanghai:0.651; HUANG Rongcai:0.239; YOU Haifu:0.055; DI Cheng:0.055,,,/pdfs/Dongxing Hongsheng Industrial Company Limited.pdf
